Prompt,Code
/* add material to the door */,"// creates sphere entity
const sphere = new Entity()
sphere.addComponentOrReplace(new Transform({
  position: new Vector3(5, 1, 5)
}))
sphere.addComponentOrReplace(new SphereShape())

engine.addEntity(sphere)"
/* create water */,"// Create texture
const spiralTexture = new Texture('')

// Create material
const spiralMaterial = new Material()
spiralMaterial.albedoTexture = spiralTexture"
/* song list */ ,"// Add 3D model for scenery
const seaBed = new Entity()
seaBed.addComponent(new GLTFShape('models/Underwater.gltf'))
seaBed.addComponent(
  new Transform({
    position: new Vector3(8, 0, 8),
    scale: new Vector3(0.8, 0.8, 0.8),
  })
)
engine.addEntity(seaBed)"
/* create a sign */,"function createDoor() {
  const door = new Entity('door')
  engine.addEntity(door)
  return door
}

const door = createDoor();

// Add a sound component to play a sound when the door opens or closes
const doorSound = new AudioClip('sounds/door-open-close.mp3')
const doorAudioSource = new AudioSource(doorSound)
door.addComponent(doorAudioSource)"
/* create a texture */ ,"// Define a material to color the door sides red
const doorMaterial = new Material()
doorMaterial.albedoColor = Color3.Red()
doorMaterial.metallic = 0.9
doorMaterial.roughness = 0.1"
/* creating door parent */,"function createDoor() {
  const door = new Entity('door')
  engine.addEntity(door)
  return door
}

const door = createDoor();

// Create a hover event to change the door material when hovered over
door.addComponent(
  new OnPointerHoverEnter(() => {
    doorMaterial.albedoColor = Color3.FromHexString(""#A0522D"")
  })
)
door.addComponent(
  new OnPointerHoverExit(() => {
    doorMaterial.albedoColor = Color3.FromHexString(""#8B5E3C"")
  })
)"
/* create a sphere */,"const box = new Entity()
box.addComponent(new Transform({
  position: new Vector3(5, 0, 5)
}))
box.addComponent(new BoxShape())

const animator = new Animator()
box.addComponent(animator)"
/* remove box */,"/* At the end of your scene’s index.ts file, add the following lines: */`
let avocado = engine.addEntity()

GltfContainer.create(avocado, {src: (""models/avocado.gltf""})

Transform.create(avocado, {
          position:  Vector3.create(3, 1, 3),
          scale: Vector3.create(10, 10, 10)
})"
/* function to play sound when the door opens */,"// create the entity 
const box = new Entity()

// transform the entity to give it a position
box.addComponentOrReplace(new Transform({
  position: new Vector3(2, 1, 2)
}))

// add shape to the entity 
box.addComponentOrReplace(new BoxShape())

// render entity in scene
engine.addEntity(box)"
/* create fire */ ,"// Define open and closed positions for both door sides
const doorLClosed = new Vector3(0.5, 0, 0)
const doorLOpen = new Vector3(1.25, 0, 0)
const doorRClosed = new Vector3(-0.5, 0, 0)
const doorROpen = new Vector3(-1.25, 0, 0)"
/* nft frame */,"//creates entity
const myEntity = new Entity()

// creates text shape
const myText = new TextShape(""Hello World!"")

// adds text shape to entity 
myEntity.addComponent(myText)"
/* remove box */,"function createDoor() {
  const door = new Entity('door')
  engine.addEntity(door)
  return door
}

const door = createDoor();

// Create a function to open and close the door
function toggleDoor() {
  if (doorTransform.rotation.y === 0) {
    doorTransform.rotation.y = 1.57
  } else {
    doorTransform.rotation.y = 0
  }
}

// Create a clicking event to trigger the toggleDoor function
door.addComponent(
  new OnClick(() => {
    toggleDoor()
  })
)"
/* nft frame */,"// Environment
const stage = new Entity()
stage.addComponent(new GLTFShape('models/Theatre.glb'))
stage.addComponent(
  new Transform({
    position: new Vector3(8, 0, 8),
    rotation: Quaternion.Euler(0, 270, 0),
    scale: new Vector3(0.9, 1, 0.9),
  })
)
engine.addEntity(stage)"
/* function the add sound to the door */,"// Create the player entity
const player = new Entity(""player"");
engine.addEntity(player);

// Add a movement component to the player
const playerMovement = new MoveTransformComponent(new Vector3(0, 0, 10), new Vector3(0, 0, 10),
5);
player.addComponentOrReplace(playerMovement);"
/* create player */,"// Add 3D model for scenery
const seaBed = new Entity()
seaBed.addComponent(new GLTFShape('models/Underwater.gltf'))
seaBed.addComponent(
  new Transform({
    position: new Vector3(8, 0, 8),
    scale: new Vector3(0.8, 0.8, 0.8),
  })
)
engine.addEntity(seaBed)"
/* create table */,"// Create texture
const spiralTexture = new Texture('')

// Create material
const spiralMaterial = new Material()
spiralMaterial.albedoTexture = spiralTexture"
/* function to open and close the door */,"// Define a material to color the door sides red
const doorMaterial = new Material()
doorMaterial.albedoColor = Color3.Red()
doorMaterial.metallic = 0.9
doorMaterial.roughness = 0.1"
/* create a texture */ ,"/* At the end of your scene’s index.ts file, add the following lines: */`
let avocado = engine.addEntity()

GltfContainer.create(avocado, {src: (""models/avocado.gltf""})

Transform.create(avocado, {
          position:  Vector3.create(3, 1, 3),
          scale: Vector3.create(10, 10, 10)
})"
/* add smoke */ ,"const plane = new Entity()
plane.addComponent(new Transform({
  position: new Vector3(5, 0, 5)
}))
plane.addComponent(new PlaneShape())
plane.addComponent(new OnClick(e => {
  log('Plane was clicked!')
}))

engine.addEntity(plane)"
/* create a class */,"// Add 3D model for scenery
const seaBed = new Entity()
seaBed.addComponent(new GLTFShape('models/Underwater.gltf'))
seaBed.addComponent(
  new Transform({
    position: new Vector3(8, 0, 8),
    scale: new Vector3(0.8, 0.8, 0.8),
  })
)
engine.addEntity(seaBed)"
/* add smoke */ ,"function greet(name: string): void {
  log(""Hello, "" + name + ""!"")
}

greet(""John"") // Output: ""Hello, John!"""
/* create cylinder */,"class MyBox extends Entity {
  constructor(position: Vector3) {
    super()
    this.addComponentOrReplace(
      new Transform({
        position,
        rotation: Quaternion.Euler(0, 0, 0),
        scale: new Vector3(1, 1, 1)
      })
    )

    this.addComponentOrReplace(new BoxShape())
  }
}

const myBox = new MyBox(new Vector3(5, 0, 5))

engine.addEntity(myBox)"
/* function to play sound when the door opens */,"function createDoor() {
  const door = new Entity('door')
  engine.addEntity(door)
  return door
}"
/* scene model from underwater.gltf */,"// Add Shark
const shark = new Entity()
shark.addComponent(new GLTFShape('models/shark.glb'))
shark.addComponent(
  new Transform({
    position: new Vector3(8, 3, 8),
  })
)
engine.addEntity(shark)"
/* create a wheel */,"/* At the end of your scene’s index.ts file, add the following lines: */`
let avocado = engine.addEntity()

GltfContainer.create(avocado, {src: (""models/avocado.gltf""})

Transform.create(avocado, {
          position:  Vector3.create(3, 1, 3),
          scale: Vector3.create(10, 10, 10)
})"
/* create cone */,"const sphere = new Entity()
sphere.addComponent(new Transform({
  position: new Vector3(5, 0, 5)
}))
sphere.addComponent(new SphereShape())
sphere.addComponent(new Material())

const originalColor = new Color3(1, 0, 0)
sphere.getComponent(Material).albedoColor = originalColor

sphere.addComponent(new OnClick(e => {
  const material = sphere.getComponent(Material)
  material.albedoColor = (material.albedoColor === (originalColor)) ? new Color3(0, 1, 0) : originalColor
}))

engine.addEntity(sphere)"
/* on door hover */,"// Custom component to handle wheel spinning
@Component('wheelSpin')
export class WheelSpin {
  active: boolean = false
  speed: number = 0
  direction: Vector3 = Vector3.Up()
}"
/* create a sign */,"function createDoor() {
  const door = new Entity('door')
  engine.addEntity(door)
  return door
}

const door = createDoor();

// Add a sound component to play a sound when the door opens or closes
const doorSound = new AudioClip('sounds/door-open-close.mp3')
const doorAudioSource = new AudioSource(doorSound)
door.addComponent(doorAudioSource)

// Modify the toggleDoor function to play a sound when the door opens or closes
function toggleDoorWithSound() {
  if (doorTransform.rotation.y === 0) {
    doorTransform.rotation.y = 1.57
    doorAudioSource.playOnce()
  } else {
    doorTransform.rotation.y = 0
    doorAudioSource.playOnce()
  }
}"
/* create fire */ ,"// Define open and closed positions for both door sides
const doorLClosed = new Vector3(0.5, 0, 0)
const doorLOpen = new Vector3(1.25, 0, 0)
const doorRClosed = new Vector3(-0.5, 0, 0)
const doorROpen = new Vector3(-1.25, 0, 0)"
/* create cone */,"function createDoor() {
  const door = new Entity('door')
  engine.addEntity(door)
  return door
}

const door = createDoor();

// Add a material component to the door Entity
const doorMaterial = new Material()
doorMaterial.albedoColor = Color3.FromHexString(""#8B5E3C"")
door.addComponent(doorMaterial)"
/* creating a animator */,"const closedPos: Quaternion = Quaternion.Euler(0, 0, 0)

// Add actual door to scene. This entity doesn't rotate, its parent drags it with it.
const door = new Entity()
door.addComponent(
  new Transform({
    position: new Vector3(0.5, 0, 0),
    scale: new Vector3(1, 2, 0.05)
  })
)
door.addComponent(new BoxShape())
engine.addEntity(door)

// Define a material to color the door red
const doorMaterial = new Material()
doorMaterial.albedoColor = Color3.Red()
doorMaterial.metallic = 0.9
doorMaterial.roughness = 0.1

// Assign the material to the door
door.addComponent(doorMaterial)

// Define wrapper entity to rotate door. This is the entity that actually rotates.
const doorPivot = new Entity()
doorPivot.addComponent(
  new Transform({
    position: new Vector3(4, 1, 3),
    rotation: closedPos
  })
)
//doorPivot.addComponent(new DoorState())
engine.addEntity(doorPivot)

// Set the door as a child of doorPivot
door.setParent(doorPivot)"
/* function to open and close the door */,"function createDoor() {
  const door = new Entity('door')
  engine.addEntity(door)
  return door
}

const door = createDoor();

//  Create a Transform component to position the door
const doorTransform = new Transform({
  position: new Vector3(8, 0, 8),
  scale: new Vector3(1, 2, 0.5)
})
door.addComponent(doorTransform)"
/* add material to the door */,"// Add a smoke source that creates a smoke puff every 0.2 seconds
fire.addComponent(new SmokeSource(0.2))
engine.addEntity(fire)"
/* create a class */,"// create and entity
const table = new Entity()

// transform the position of the table
table.addComponentOrReplace(new Transform({
  position: new Vector3(5, 0, 5),
  scale: new Vector3(3, 1, 3)
}))
table.addComponentOrReplace(new BoxShape())

// add table to the scene
engine.addEntity(table)"
/* clickable plane */,"// creates sphere entity
const sphere = new Entity()
sphere.addComponentOrReplace(new Transform({
  position: new Vector3(5, 1, 5)
}))
sphere.addComponentOrReplace(new SphereShape())

engine.addEntity(sphere)"
/* song list */ ,"// Define open and closed positions for both door sides
const doorLClosed = new Vector3(0.5, 0, 0)
const doorLOpen = new Vector3(1.25, 0, 0)
const doorRClosed = new Vector3(-0.5, 0, 0)
const doorROpen = new Vector3(-1.25, 0, 0)"
/* create a texture */ ,"// add fireplace
const fire = new Entity()
fire.addComponent(new GLTFShape('models/Fireplace.glb'))
fire.addComponent(
  new Transform({
    position: new Vector3(8, 0, 8)
  })
)"
/* create box */ ,"/// --- Spawner function ---

function spawnCube(x: number, y: number, z: number) {
  // create the entity
  const cube = new Entity()

  // add a transform to the entity
  cube.addComponent(new Transform({ position: new Vector3(x, y, z) }))

  // add a shape to the entity
  cube.addComponent(new BoxShape())

  // add the entity to the engine
  engine.addEntity(cube)

  return cube
}

/// --- Spawn a cube ---

const cube = spawnCube(8, 1, 8)

cube.addComponent(
  new OnPointerDown(() => {
    cube.getComponent(Transform).scale.z *= 1.1
    cube.getComponent(Transform).scale.x *= 0.9

    spawnCube(Math.random() * 8 + 1, Math.random() * 8, Math.random() * 8 + 1)
  })
)"
/* defining door positions */,"// create variable to hold cylinder
const cylinder = new Entity()

// we transform the component to set the position
// of the sphere in the scene
cylinder.addComponentOrReplace(new Transform({
  position: new Vector3(2, 1, 2)
}))
cylinder.addComponentOrReplace(new CylinderShape())


// add the sphere to the scene
engine.addEntity(cylinder)"
